tweet_cleaned,class
nah definitely got find bitch drive around whip drunk dolla ign tape right,1
destroying team talked trash game,1
look yall bitch hmu wifi bitch,1
lil pussy stomach pouch thingy dont wear tight clothes shit unattractive,1
bitch think look like rihanna,1
say bitch selfiesonselfies,1
twitter suspending shit multiple iteration new regional account opening today suspended within,1
cool beaner got home ready keep couch floating away lol,2
nice side long beach really got hoe lol,1
yankee damn directtv blackout yankee game freaking walk youre killing satellite douche,2
shoot nigga shorty bitch,0
stupid little cunt thought couldnt get lower dare spit people fucking fan,1
betta ask round street bitch bout jay,1
pink hat guy cody caleb either way emotional bitch,1
blocked fuzzy butt ignore low life creature,1
there like one ex thats still kinda cute bitch got fat,1
bitch love every team lol game ive waiting sincerely love,1
people site fucking retarded sometimes,0
bitch eat mad beefdrink henny shmoney dance thats pussy always stink,1
hate people much morph chihuahua since want little whiny bitch badly,1
let hoe one girl end bein hoe,1
big homie drizzy threatening hoe,1
da calld usen brain retard would whoop as front police,0
come wit rock get popped light yellow chevy color popcorn,1
hoe august alsina bae bitch dusty nigga got kid drive car still wear rocawe,1
goin back school hoe class two,1
neighbor hate cuz smoke weed blast ghetto music room,1
bitch,1
beat trash nigga sosaonthebeat fuck dont like,1
cub pirate damn sure aint fing cardinal care abo,1
cant wait watch saint put weiner right cowboy butt dallas trash,2
hoe kno workin wit aint talking bout gun talking feel spine,1
someone get cheese cracker,2
hello new follower anime loving nigger poor afford laptop resulting theater player darth,1
light beer mean faggot piss overly powered man,0
sister bitch nephew got first haircut he bald,1
least nigger lmfao,0
dat bitch tampon,1
open leg filet mignon pussy,1
decided drive good walmart colored folk dont food,0
woman play casual game like kim game anger bird dont play real game like male power fantasy jingoi,2
california full white trash moved oklahoma,0
gon fuck girl dont pull hair nigga paid bitch weave,1
dedication hoe,1
fuck skateboarding yall wood pushing faggot man ball life,1
wait get photo playin creed side project bad yeah fob embarrassing,2
sound like youre pussy whooped freelikeabird,1
every spic cop losangeles raped thought raping white woman thats halfbreeds get job pig,0
bartending becomes real bitch bartender way way taller bar designed holy back pain,1
nig running shit miami court lost one game day,1
stupid teacher talk like he retarded,2
find funny asf people try tell live life like bitch stay shadow thank lol,1
fuck bad bitch stiff,1
single life hitting zero like dont even want hoe,1
flappy bird game,2
quit hurting woman cuz tired bitterness nigga got cuz hoe as nigga,1
oomf hoe know hoe know hoe wont claim hoe say aint hoe butwe know hoe hoe,1
mitt romney gone take away weave become president hoe gone walkin around looking like lil bill calliou,1
make way right trash new season new shoe makeyourownway wayofwade,2
parody jihadi song effective asinine muslim condemn humorisaweapon,2
haha getting shit everyone else second favorite team redlegs,1
think two men one woman together threesome train getyamindright,1
call ghetto nunchucksthe reason went jail well,1
dat bitch sound like man dat grandma fucc,1
saying democrat lost teabagger vote lmao bobble head morningjoe,2
dumb nigger,1
point jealous cuz dee hoe everybody bucketsproverbs,1
left prom camping first day cause youre bitch boy,1
got really weak bitch let somebody tweet offend especially never met person,1
power dont outside tank full month anti social monkey,2
bob marley wrote peace hoe remember smoking blunt,1
spit animal cracker doesnt even taste like hippo,2
need jump shop fritag beer hate looking like odd need get fag tae going look like junkie,1
otw hopefully ill see best bitch would make day,1
everytime pro team tourney get schmanged fanboying saying dont think say theyre trash,2
friend nobody want guilty association hoe,1
bet shes new york yankee prog,2
pop molly dont hoe start popping birth control,1
nigga actin like hoe bitch,0
oscar taveras went yardie career mlb bat stud,2
dammn weed pothead annoying twitter weed pot thing faggot,0
someone wrong sole reason wrong bring negative karma energy,2
iphone bitch,1
lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer,2
think youre pussy wet kitten drowned two day ago,1
nobody care kirk bosley noi care bout cousin hoe,1
sent idea voem seem wan hold testingdrills nice weather need run mock incident bad weather night,2
bitch nigga want another nigga wcw bitch dont work like,0
essence fest anyone ill main stage stepping uncle charlie,2
dont care none bitch,1
youaremoreattractive real bitch,1
broke bitch steal money,1
come fall cuffin side bitch yall yall time whole summer,1
reblogged mock god bless,2
lucky bitch still ecuador,1
sup pussy,1
miss flip phone bitch never died,1
got hard dick dez bitch get number dont call dez bitch lmao,1
ive told bitch dentist gum receding past fuckin year wan warn,1
oreo milkshake forever remind,2
rightwing teabaggers gun nut like harris hell even fucking cop,1
must part cat family cuz youre fucking pussy,1
fuck bitch,1
never gas hoe take as home,1
yes iam single dont mess talk anyone hoe,1
kindly fuck like said weretwice sound like little bitchbitching fuckin stalker,1
yeah got soul brought colored woman,1
lol osi tangi haha tuku tangible terryn atunga fie lea lahi mai,2
today start breaking new pair doc mercy sol,2
ill never think bitch mine,1
dad side family ghetto mom side family prim proper haha,1
free bird,2
cheese cracker lacking,2
guy definition white trash,0
asked whats definition preppy white girl niggah said starbucks,1
ute got playboy bitch disrespectful player bunch spoiled hipster school cheering,1
start realizing bae hoe,1
know feel shit believe born heart dont get anymore ghetto,1
sean kingston look like facebook dyke,1
miss bitch,1
mashed potato string bean yellow rice chicken,2
nvm good nothing wrong bitch,1
late night phone convos hoomie nigga gook,0
rock cock jam clam,1
live street glory die ghetto fame respect fear none pride everything,2
walk house knock door blow as drop drop bitch got sawed,1
aint hoe get trap house,1
bother ugly girl bad bitch attitude,1
wet warm pussy,1
lol nigga still talking threw bitch smh,1
wonder oomf like want fuck would wrong one brave bitch,1
fun twin trying lick cheeto dust coleslaw nip,1
nigga grow ball concentrate pussy,1
aint mad thats hoe,1
mygirlfriendnotallowedto milkshake let hoe bring one boy yard watch,1
duck got big fuck yes duck like bird,1
hoe getting pregnant put shit like shaqualidaemommy barackeishamommy bio,1
lol hate really dont give shit ive either done nothing youre bitch,1
fuzzy sock actual life,2
stop respecting woman admit hoe phase,1
fuck bitch get money,1
surprised could read slit eye,0
favorite line far blind must suck cant ever asshole made,1
nigs still saying yall dont eat butt straight face,1
bitch say traffic stop bitch stop making excuse,1
would bitch stair,1
got win nicca lmao,1
time screamed tyrese tackled hoe as bitch thewalkingdead,1
omg bitch standing humming deep annoying tone whole time counter wtf,1
hate selfrightous black bitch,1
comparison beatles bunch cunt band matter face imo stone second,1
funny get black female mad start acting ghetto bitch,1
dont chase bitch chase dream,1
manager stupid cunt yes said,0
distance fucking bitch,1
hoe soo lost dey forget dey hoe,1
wrote whole game story orpik shut ovi two night row many mock really,2
hate bitch ugly andor fat bitch worst,1
baby boy asleep monkey since little love son much,2
calling bitch yeah called return call especially aint girl,1
like ion care bitch susie work broke man tellin whole story blah blah blah,1
bitch weakkk vic,1
billy goat hillbilly sucking fucking disgraceful brazzen faced unabashed pig,1
call bitch see dont slap sexy mom justin timberlake bring back,1
dont vote dont right complain said didnt vote son bitch,1
mattwho boy hoe check amazing shit,1
fuck disgusting nigger movie captain phillips red carpet oscar fuc,0
side trip charlie palmer cpac,2
smell like weed bitch smell like sober,1
cant trust chick got pet cat bitch mad sneaky,1
hoe damn nice,1
innout like sunshine blue sky song bird smile front porch perfume ocean windkissed cheek,2
everyone always say girl really bitchy boy fucking inconsiderate bitchy cunt actually disgu,1
say bitch say woman strong personality doesnt play well others,1
stalking hoe,1
takin straight dirt finger pussy know put dick,1
wearing short week agoweek ago grab hoodies cause freezing hoe freezing hoe,1
got another nigga bitch bed right,1
report aerosolized virus turn ape intelligent seems like kind day,2
fucking hate fucking neighborhood fuckin bitch someone everyday yane,1
emers bitch,1
aint got typebad bitch thing like,1
use word use swegpmyidnid dating,2
way punch bitch,1
horny japanese milf shower toy soaking wetpussy,1
slide bitch dm like,1
whatimcraving peanut butter oreo,2
waka tammy got as beat ctfu nigga dont ever bitch back,1
nerd cool get really judgey nerd passionate thing arent passionate abo,2
dont time childish game fight bitch,1
retard chanting usa dallas game kansa usa,1
side bitch wont leave,1
facebook need button dislike care retarded,1
lol nicca str friday wit dude str uncle tom nicca,1
awww shit lol want money bitch else give one,1
jihadi work accident taliban fighter killed ied detonated prematurely celebrate,2
hoe man dont need though need pick mine back,1
fuck girl peep change nigga squared bitch as,1
ultimate bitch mixtape done word lil lil,1
message humanity charlie chaplin,2
hav gun love superior fighting game probably get bitch peace,1
fruit modern yankee farm system joba nut,2
gay tanning bitch juvie made white,0
bitch bitch hella chillin also thanks tolerating friend,1
swear god guy bigger bitch girl,1
random thought bird crossing path try impacted ball causing deflect course rekick miss,2
pop told never stick broke bitch,1
bitch expensive budget boo cant afford shit bitch wanting,1
lucky holdin back bitch,1
spent half junior year senior year bitching dumb bitch sooo there,1
russel martin miserable season quietly good september yankee bluejays mlb,2
chink as eye,1
poor henry he supporting right guy gut dont hurt charlie,2
thats bitch acting like need man,1
bitch aint arguing fuk said slick shit addressed simple,1
going bitch nigga neck cause nigga rollin,1
lol love ppl think ima fucking look away like pussy catch staring lmao look away hoe,1
young boy round saying get money fuck hoe,1
thats bitch desire see much bullshit hahahaha,1
extra hard hoe,1
make wan take thing slow cant even trust hoe,1
dont hate jap aint forgetting gettin japped either,0
simplyaddictedtoguys woof woof hot scally lad,2
bitch set moment stop fucking mad,1
even though trunk one main character dragon ball lowkey weak weak nothing lowkey shit trash,1
